module:input:0:its	module:input:0:nx	module:measure:time:time	module:output:0:FOM	module:output:0:MaxAbsDiff	module:output:0:MaxRelDiff	module:output:0:TotalAbsDiff	module:output:1:numCycles
100	15	3.322809	101.566775532676	0.0078125	0.001371321035549045	0.03245861455798149	100
100	15	3.325572	101.4823380300556	0.0078125	0.001371321035549045	0.03245861455798149	100
100	15	3.312637	101.8785786689977	0.0078125	0.001371321035549045	0.03245861455798149	100
20	15	0.732662	92.11207113892164	0.01953125	4.711175643024035e-05	0.01972990110516548	20
20	15	0.670616	100.634068646175	0.01953125	4.711175643024035e-05	0.01972990110516548	20
20	15	0.672427	100.3630899254151	0.01953125	4.711175643024035e-05	0.01972990110516548	20
200	15	6.617243	102.0041759827295	0.0068359375	0.0006029870710335672	0.02872246317565441	200
200	15	6.617679	101.9974288978189	0.0068359375	0.0006029870710335672	0.02872246317565441	200
200	15	6.636157	101.7130002005982	0.0068359375	0.0006029870710335672	0.02872246317565441	200
30	15	1.001358	101.0991579248185	0.01171875	0.01198113150894642	0.01174568571150303	30
30	15	1.002472	100.9865239712208	0.01171875	0.01198113150894642	0.01174568571150303	30
30	15	1.003414	100.8919413531722	0.01171875	0.01198113150894642	0.01174568571150303	30
300	15	9.931646000000001	101.9454963141378	0.009765625	0.0005493334610946476	0.04013536125421524	300
300	15	9.947519	101.7827828434136	0.009765625	0.0005493334610946476	0.04013536125421524	300
300	15	9.94398	101.8190546788412	0.009765625	0.0005493334610946476	0.04013536125421524	300
400	15	13.256782	101.833679439158	0.0068359375	0.0002632369287312031	0.04442043602466583	400
400	15	13.312214	101.4096319498522	0.0068359375	0.0002632369287312031	0.04442043602466583	400
400	15	13.275421	101.6906875925793	0.0068359375	0.0002632369287312031	0.04442043602466583	400
50	15	1.672981	100.8598969524147	0.015625	0.0001317902351729572	0.0392179936170578	50
50	15	1.662193	101.5145138775337	0.015625	0.0001317902351729572	0.0392179936170578	50
50	15	1.663955	101.4073272387611	0.015625	0.0001317902351729572	0.0392179936170578	50
500	15	13.528872	101.7813404111455	0.00732421875	0.0008332834695465863	0.04495425894856453	408
500	15	13.551041	101.6148368422394	0.00732421875	0.0008332834695465863	0.04495425894856453	408
500	15	13.557402	101.567149375124	0.00732421875	0.0008332834695465863	0.04495425894856453	408
600	15	13.535959	101.728018881525	0.00732421875	0.0008332834695465863	0.04495425894856453	408
600	15	13.540882	101.6909637277118	0.00732421875	0.0008332834695465863	0.04495425894856453	408
600	15	13.540414	101.6946325225055	0.00732421875	0.0008332834695465863	0.04495425894856453	408
100	20	6.047618	132.280556501875	0.013671875	0.002767992205917835	0.07353933900594711	100
100	20	6.047811	132.2760760512757	0.013671875	0.002767992205917835	0.07353933900594711	100
100	20	6.051397	132.1980797682257	0.013671875	0.002767992205917835	0.07353933900594711	100
20	20	1.226022	130.4887885152802	0.00299072265625	0.0007700459682382643	0.003479489823803306	20
20	20	1.219036	131.2373672851147	0.00299072265625	0.0007700459682382643	0.003479489823803306	20
20	20	1.219781	131.1576459428007	0.00299072265625	0.0007700459682382643	0.003479489823803306	20
200	20	12.087891	132.3624678806019	0.02734375	0.0002149456704501063	0.09581121802330017	200
200	20	12.095228	132.2820083330994	0.02734375	0.0002149456704501063	0.09581121802330017	200
200	20	12.101171	132.2169992131862	0.02734375	0.0002149456704501063	0.09581121802330017	200
30	20	1.82305	131.6384154193466	0.015625	4.058805643580854e-05	0.02052950486540794	30
30	20	1.824447	131.5376267565147	0.015625	4.058805643580854e-05	0.02052950486540794	30
30	20	1.823841	131.5814009460877	0.015625	4.058805643580854e-05	0.02052950486540794	30
300	20	18.158826	132.1660707335322	0.013671875	0.0003594927839003503	0.09575246274471283	300
300	20	18.180048	132.0118833557796	0.013671875	0.0003594927839003503	0.09575246274471283	300
300	20	18.171342	132.0751770069563	0.013671875	0.0003594927839003503	0.09575246274471283	300
400	20	24.266388	131.8687509935027	0.01953125	0.0004449364205356687	0.1201809495687485	400
400	20	24.290151	131.7397393362934	0.01953125	0.0004449364205356687	0.1201809495687485	400
400	20	24.262667	131.889177098227	0.01953125	0.0004449364205356687	0.1201809495687485	400
50	20	3.036934	131.7060990137015	0.015625	0.001421794877387583	0.02630037069320679	50
50	20	3.030274	131.9958139526394	0.015625	0.001421794877387583	0.02630037069320679	50
50	20	3.03214	131.9145547505109	0.015625	0.001421794877387583	0.02630037069320679	50
500	20	30.358755	131.757145390854	0.015625	0.0006224701064638793	0.1247255578637123	500
500	20	30.397428	131.5895416673778	0.015625	0.0006224701064638793	0.1247255578637123	500
500	20	30.393383	131.6070401964788	0.015625	0.0006224701064638793	0.1247255578637123	500
600	20	35.490796	131.4138731911067	0.0078125	0.0006041330634616315	0.1071438789367676	583
600	20	35.51389	131.3284351857546	0.0078125	0.0006041330634616315	0.1071438789367676	583
600	20	35.466268	131.5047080227044	0.0078125	0.0006041330634616315	0.1071438789367676	583
100	22	7.254174	146.7815217067977	0.046875	0.00176820217166096	0.1171048283576965	100
100	22	7.265682	146.5493518264232	0.046875	0.00176820217166096	0.1171048283576965	100
100	22	7.253394	146.7977656997476	0.046875	0.00176820217166096	0.1171048283576965	100
20	22	1.459894	145.8606164609128	0.109375	0.000332930008880794	0.1204245686531067	20
20	22	1.460711	145.7786413414389	0.109375	0.000332930008880794	0.1204245686531067	20
20	22	1.460362	145.8141677851085	0.109375	0.000332930008880794	0.1204245686531067	20
200	22	14.514173	146.7242597521008	0.013671875	0.0001413031131960452	0.09476426243782043	200
200	22	14.526555	146.5989960129641	0.013671875	0.0001413031131960452	0.09476426243782043	200
200	22	14.50527	146.8143216266324	0.013671875	0.0001413031131960452	0.09476426243782043	200
30	22	2.192624	145.6797551979486	0.140625	1.527101449028123e-05	0.1711035966873169	30
30	22	2.186572	146.0833415761926	0.140625	1.527101449028123e-05	0.1711035966873169	30
30	22	2.186722	146.072647521462	0.140625	1.527101449028123e-05	0.1711035966873169	30
300	22	21.782376	146.6498121347176	0.0078125	0.004669680260121822	0.1029946506023407	300
300	22	21.799734	146.5329887041525	0.0078125	0.004669680260121822	0.1029946506023407	300
300	22	21.801919	146.5183591943597	0.0078125	0.004669680260121822	0.1029946506023407	300
400	22	29.091651	146.4055777250111	0.009765625	9.723650146042928e-05	0.1128274574875832	400
400	22	29.089781	146.4150325852814	0.009765625	9.723650146042928e-05	0.1128274574875832	400
400	22	29.104614	146.3403162912836	0.009765625	9.723650146042928e-05	0.1128274574875832	400
50	22	3.65884	145.5053888597714	0.03125	0.001174517092294991	0.09640537947416306	50
50	22	3.634981	146.4605761175243	0.03125	0.001174517092294991	0.09640537947416306	50
50	22	3.632426	146.5628608115052	0.03125	0.001174517092294991	0.09640537947416306	50
500	22	36.406548	146.2369244412945	0.01171875	0.001327834324911237	0.1198176890611649	500
500	22	36.428408	146.1491683899683	0.01171875	0.001327834324911237	0.1198176890611649	500
500	22	36.406202	146.2383010865339	0.01171875	0.001327834324911237	0.1198176890611649	500
600	22	43.726661	146.1072180652069	0.015625	0.0003787218884099275	0.1398178339004517	600
600	22	43.76887	145.9663314811732	0.015625	0.0003787218884099275	0.1398178339004517	600
600	22	43.815216	145.8119272325372	0.015625	0.0003787218884099275	0.1398178339004517	600
100	25	10.428419	149.8291378618938	0.046875	0.0001216552700498141	0.1363112330436707	100
100	25	10.443791	149.608598910369	0.046875	0.0001216552700498141	0.1363112330436707	100
100	25	10.437938	149.6925564864643	0.046875	0.0001216552700498141	0.1363112330436707	100
20	25	2.095372	149.1291545494678	0.0029296875	3.295960414106958e-05	0.00360159226693213	20
20	25	2.095369	149.1295151074956	0.0029296875	3.295960414106958e-05	0.00360159226693213	20
20	25	2.096501	149.0478614354778	0.0029296875	3.295960414106958e-05	0.00360159226693213	20
200	25	20.871028	149.7281670459696	0.0234375	0.0004168215382378548	0.1915530860424042	200
200	25	20.869704	149.7376924287985	0.0234375	0.0004168215382378548	0.1915530860424042	200
200	25	20.864456	149.7753354256557	0.0234375	0.0004168215382378548	0.1915530860424042	200
30	25	3.137812	149.3807274933857	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30
30	25	3.14064	149.2454187574871	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30
30	25	3.140221	149.2669403384776	2.6702880859375e-05	0.01864496804773808	3.068646037718281e-05	30
300	25	31.308808	149.7176488393975	0.025390625	0.0004806518845725805	0.226144015789032	300
300	25	31.331089	149.6111924745817	0.025390625	0.0004806518845725805	0.226144015789032	300
300	25	31.310194	149.7108619600993	0.025390625	0.0004806518845725805	0.226144015789032	300
400	25	41.885687	149.2150590271058	0.025390625	0.0003943161573261023	0.1870577782392502	400
400	25	41.797855	149.5287760712547	0.025390625	0.0003943161573261023	0.1870577782392502	400
400	25	41.788112	149.5636047479472	0.025390625	0.0003943161573261023	0.1870577782392502	400
50	25	5.235645	149.2139018001776	0.015625	3.617114998633042e-05	0.05990748479962349	50
50	25	5.22206	149.6020460252968	0.015625	3.617114998633042e-05	0.05990748479962349	50
50	25	5.220722	149.6404109711223	0.015625	3.617114998633042e-05	0.05990748479962349	50
500	25	52.360651	149.2051754008451	0.01171875	0.002932272152975202	0.1725494116544724	500
500	25	52.273852	149.4529257761671	0.01171875	0.002932272152975202	0.1725494116544724	500
500	25	52.27502	149.4496028256684	0.01171875	0.002932272152975202	0.1725494116544724	500
600	25	62.771093	149.351897489781	0.021484375	0.00432693213224411	0.200635239481926	600
600	25	62.754673	149.3909536478527	0.021484375	0.00432693213224411	0.200635239481926	600
600	25	62.740928	149.4236952701459	0.021484375	0.00432693213224411	0.200635239481926	600
100	28	13.616751	161.211633239906	0.046875	0.000176403351360932	0.2387199401855469	100
100	28	13.632315	161.0276025994744	0.046875	0.000176403351360932	0.2387199401855469	100
100	28	13.614791	161.2348479443394	0.046875	0.000176403351360932	0.2387199401855469	100
20	28	2.731791	160.7073738494489	0.0625	0.0004532300808932632	0.07080459594726562	20
20	28	2.732069	160.6903683488817	0.0625	0.0004532300808932632	0.07080459594726562	20
20	28	2.743067	160.0461925313069	0.0625	0.0004532300808932632	0.07080459594726562	20
200	28	27.23368	161.2113482103378	0.0625	0.0002294881123816594	0.3615925312042236	200
200	28	27.23208	161.220841476433	0.0625	0.0002294881123816594	0.3615925312042236	200
200	28	27.242553	161.158820842496	0.0625	0.0002294881123816594	0.3615925312042236	200
30	28	4.091487	160.9527589923629	0.10546875	0.0125072356313467	0.1074871122837067	30
30	28	4.09339	160.8786513623371	0.10546875	0.0125072356313467	0.1074871122837067	30
30	28	4.093898	160.8580560842317	0.10546875	0.0125072356313467	0.1074871122837067	30
300	28	40.879012	161.0992734388599	0.046875	0.001859877724200487	0.2993341386318207	300
300	28	40.870448	161.1330280709963	0.046875	0.001859877724200487	0.2993341386318207	300
300	28	40.883123	161.0830757432692	0.046875	0.001859877724200487	0.2993341386318207	300
400	28	54.544355	160.9841907634166	0.01953125	0.0003460030711721629	0.2468418776988983	400
400	28	54.518877	161.0594223185761	0.01953125	0.0003460030711721629	0.2468418776988983	400
400	28	54.529205	161.0289255941341	0.01953125	0.0003460030711721629	0.2468418776988983	400
50	28	6.813447	161.0901038314467	0.09375	0.01136650331318378	0.1761869639158249	50
50	28	6.818284	160.9757509181746	0.09375	0.01136650331318378	0.1761869639158249	50
50	28	6.814515	161.0641598697449	0.09375	0.01136650331318378	0.1761869639158249	50
500	28	68.189266	160.9634325569886	0.02734375	0.001153108198195696	0.2336390018463135	500
500	28	68.206442	160.9229077068506	0.02734375	0.001153108198195696	0.2336390018463135	500
500	28	68.253204	160.8126515800519	0.02734375	0.001153108198195696	0.2336390018463135	500
600	28	81.87917400000001	160.8611777375675	0.015625	0.0003931706014554948	0.2525191605091095	600
600	28	81.886348	160.8470634001356	0.015625	0.0003931706014554948	0.2525191605091095	600
600	28	81.88780199999999	160.8442136902482	0.015625	0.0003931706014554948	0.2525191605091095	600
100	30	15.962481	169.1452541096212	0.0390625	0.001186160603538156	0.1598068326711655	100
100	30	15.959656	169.1752044072392	0.0390625	0.001186160603538156	0.1598068326711655	100
100	30	15.967589	169.0912066851092	0.0390625	0.001186160603538156	0.1598068326711655	100
20	30	3.200923	168.6936999440544	0.0625	4.655171142076142e-05	0.06262433528900146	20
20	30	3.199344	168.7774253497713	0.0625	4.655171142076142e-05	0.06262433528900146	20
20	30	3.200033	168.741505704007	0.0625	4.655171142076142e-05	0.06262433528900146	20
200	30	31.973814	168.8875338062647	0.0625	7.052556611597538e-05	0.2784542441368103	200
200	30	31.899578	169.2805444481378	0.0625	7.052556611597538e-05	0.2784542441368103	200
200	30	31.901644	169.269586469746	0.0625	7.052556611597538e-05	0.2784542441368103	200
30	30	4.794296	168.9452618357033	0.125	0.0006693672039546072	0.1506070494651794	30
30	30	4.796332	168.8745460164681	0.125	0.0006693672039546072	0.1506070494651794	30
30	30	4.796978	168.8518119940348	0.125	0.0006693672039546072	0.1506070494651794	30
300	30	47.851925	169.2717588240332	0.0234375	0.0001516592456027865	0.2552264332771301	300
300	30	47.886696	169.1488011993934	0.0234375	0.0001516592456027865	0.2552264332771301	300
300	30	47.835954	169.3282459414226	0.0234375	0.0001516592456027865	0.2552264332771301	300
400	30	63.850024	169.1460317281084	0.0322265625	0.0001000836127786897	0.3010803759098053	400
400	30	63.889013	169.0428074516278	0.0322265625	0.0001000836127786897	0.3010803759098053	400
400	30	63.865431	169.1052096030928	0.0322265625	0.0001000836127786897	0.3010803759098053	400
50	30	7.979433	169.1821784131926	0.0625	0.0001327528152614832	0.2027058005332947	50
50	30	7.981426	169.1399883199439	0.0625	0.0001327528152614832	0.2027058005332947	50
50	30	7.989573	168.967462867116	0.0625	0.0001327528152614832	0.2027058005332947	50
500	30	79.859049	169.0475766323698	0.017578125	0.001254502101801336	0.2514679431915283	500
500	30	79.86381299999999	169.0374935386333	0.017578125	0.001254502101801336	0.2514679431915283	500
500	30	79.857935	169.0498931886859	0.017578125	0.001254502101801336	0.2514679431915283	500
600	30	95.90082	168.9243048426935	0.0390625	0.0003107939846813679	0.4210655689239502	600
600	30	95.94789400000001	168.8414124037837	0.0390625	0.0003107939846813679	0.4210655689239502	600
600	30	95.89755700000001	168.9300334782654	0.0390625	0.0003107939846813679	0.4210655689239502	600
100	35	23.263501	184.3004936645475	0.078125	0.002037980128079653	0.3147234916687012	100
100	35	23.265535	184.284444260105	0.078125	0.002037980128079653	0.3147234916687012	100
100	35	23.273738	184.2194331002955	0.078125	0.002037980128079653	0.3147234916687012	100
20	35	4.658235	184.0772194048443	0.0625	0.001576214330270886	0.08350764960050583	20
20	35	4.662542	183.9072718522478	0.0625	0.001576214330270886	0.08350764960050583	20
20	35	4.668776	183.6616715538849	0.0625	0.001576214330270886	0.08350764960050583	20
200	35	46.528742	184.2941610227558	0.041015625	0.0001046340839820914	0.3227866291999817	200
200	35	46.528706	184.2943067819959	0.041015625	0.0001046340839820914	0.3227866291999817	200
200	35	46.497063	184.4197451480985	0.041015625	0.0001046340839820914	0.3227866291999817	200
30	35	6.986478	184.1023798402051	0.125	0.00367034669034183	0.1631086766719818	30
30	35	6.993386	183.9203683402763	0.125	0.00367034669034183	0.1631086766719818	30
30	35	6.994658	183.8868566640519	0.125	0.00367034669034183	0.1631086766719818	30
300	35	69.85176300000001	184.139591752514	0.0546875	0.006900518666952848	0.4580672681331635	300
300	35	69.769127	184.357685303406	0.0546875	0.006900518666952848	0.4580672681331635	300
300	35	69.768647	184.3589494288276	0.0546875	0.006900518666952848	0.4580672681331635	300
400	35	93.153665	184.1041576519669	0.03125	0.0004400404286570847	0.4655961990356445	400
400	35	93.065268	184.2790195133559	0.03125	0.0004400404286570847	0.4655961990356445	400
400	35	93.06589	184.2777888689872	0.03125	0.0004400404286570847	0.4655961990356445	400
50	35	11.632336	184.290112247128	0.09375	0.02353886142373085	0.1937041580677032	50
50	35	11.641425	184.1463018428223	0.09375	0.02353886142373085	0.1937041580677032	50
50	35	11.640111	184.1671466637909	0.09375	0.02353886142373085	0.1937041580677032	50
500	35	116.418657	184.1412247656123	0.078125	0.001595806679688394	0.5514762997627258	500
500	35	116.439792	184.1078103547826	0.078125	0.001595806679688394	0.5514762997627258	500
500	35	116.324446	184.2903551686491	0.078125	0.001595806679688394	0.5514762997627258	500
600	35	139.889261	183.8953060025847	0.0546875	0.000745598052162677	0.5349564552307129	600
600	35	139.825661	183.9789382631787	0.0546875	0.000745598052162677	0.5349564552307129	600
600	35	139.756907	184.0694480467188	0.0546875	0.000745598052162677	0.5349564552307129	600
100	40	33.588933	190.5381453886933	0.1875	0.00257421494461596	0.5021898150444031	100
100	40	33.578463	190.5975422424243	0.1875	0.00257421494461596	0.5021898150444031	100
100	40	33.59695	190.4926963108863	0.1875	0.00257421494461596	0.5021898150444031	100
20	40	6.725974	190.3030172139607	0.1875	0.0007821935578249395	0.215335950255394	20
20	40	6.731226	190.1545698620051	0.1875	0.0007821935578249395	0.215335950255394	20
20	40	6.730368	190.1787804882915	0.1875	0.0007821935578249395	0.215335950255394	20
200	40	67.16161	190.5846726684219	0.171875	1.735261866997462e-05	1.127320885658264	200
200	40	67.157432	190.5965029121798	0.171875	1.735261866997462e-05	1.127320885658264	200
200	40	67.138947	190.6489859290883	0.171875	1.735261866997462e-05	1.127320885658264	200
30	40	10.088593	190.3113238555423	0.25	0.006524143740534782	0.2697181105613708	30
30	40	10.090248	190.2800352550557	0.25	0.006524143740534782	0.2697181105613708	30
30	40	10.08649	190.3509328471159	0.25	0.006524143740534782	0.2697181105613708	30
300	40	100.797977	190.4797543870293	0.15625	0.004296359606087208	0.7332749366760254	300
300	40	100.752433	190.5658477684603	0.15625	0.004296359606087208	0.7332749366760254	300
300	40	100.744403	190.5810355533733	0.15625	0.004296359606087208	0.7332749366760254	300
400	40	134.482974	190.3584834003458	0.0390625	0.000175028049852699	0.7090670466423035	400
400	40	134.403142	190.47151953286	0.0390625	0.000175028049852699	0.7090670466423035	400
400	40	134.381803	190.5017809308367	0.0390625	0.000175028049852699	0.7090670466423035	400
50	40	16.803046	190.4400744778306	0.1875	0.0137790571898222	0.419161468744278	50
50	40	16.822396	190.2209913831692	0.1875	0.0137790571898222	0.419161468744278	50
50	40	16.807652	190.3878101078704	0.1875	0.0137790571898222	0.419161468744278	50
500	40	168.126628	190.332568669954	0.0390625	0.0003328419697936624	0.7258857488632202	500
500	40	168.029601	190.4424783261383	0.0390625	0.0003328419697936624	0.7258857488632202	500
500	40	168.011963	190.4624723942522	0.0390625	0.0003328419697936624	0.7258857488632202	500
600	40	201.727574	190.3555978779385	0.04296875	0.0003124377981293947	0.7623253464698792	600
600	40	201.661529	190.4179411728387	0.04296875	0.0003124377981293947	0.7623253464698792	600
600	40	201.802757	190.2846795459884	0.04296875	0.0003124377981293947	0.7623253464698792	600
